segment_id	start_time_seconds	end_time_seconds	label
1lYGmjMTmZw_10000	5.698	5.81	other
1lYGmjMTmZw_10000	6.075	6.453	other
1lYGmjMTmZw_10000	6.606	6.997	/m/05tny_
1lYGmjMTmZw_10000	7.039	7.165	other
1lYGmjMTmZw_10000	7.207	7.43	other
1lYGmjMTmZw_10000	7.765	9.735	other
1lYGmjMTmZw_10000	8.156	8.897	other
1lYGmjMTmZw_10000	8.841	10.0	other
E7u2hh0OOEo_20000	0.0	0.176	other
E7u2hh0OOEo_20000	0.176	2.528	/m/05tny_
E7u2hh0OOEo_20000	2.463	3.859	other
E7u2hh0OOEo_20000	2.869	3.573	/m/05tny_
E7u2hh0OOEo_20000	3.815	4.035	/m/05tny_
E7u2hh0OOEo_20000	4.32	4.639	/m/05tny_
E7u2hh0OOEo_20000	4.848	5.683	/m/05tny_
E7u2hh0OOEo_20000	5.837	6.64	/m/05tny_
E7u2hh0OOEo_20000	6.09	6.288	other
E7u2hh0OOEo_20000	6.783	8.575	/m/05tny_
E7u2hh0OOEo_20000	6.805	8.586	other
E7u2hh0OOEo_20000	8.761	9.201	/m/05tny_
vTVKrzxw4RY_420000	0.0	0.299	other
vTVKrzxw4RY_420000	0.0	10.0	other
vTVKrzxw4RY_420000	0.237	0.395	other
vTVKrzxw4RY_420000	0.54	0.705	other
vTVKrzxw4RY_420000	0.588	0.787	/m/05tny_
vTVKrzxw4RY_420000	0.876	1.041	other
vTVKrzxw4RY_420000	0.897	1.199	/m/05tny_
vTVKrzxw4RY_420000	1.406	1.571	/m/05tny_
vTVKrzxw4RY_420000	1.433	2.031	other
vTVKrzxw4RY_420000	3.392	3.66	other
vTVKrzxw4RY_420000	4.272	4.732	other
vTVKrzxw4RY_420000	5.179	5.412	other
vTVKrzxw4RY_420000	6.258	6.402	other
vTVKrzxw4RY_420000	6.787	7.076	other
vTVKrzxw4RY_420000	7.653	7.921	other
vTVKrzxw4RY_420000	8.505	8.725	other
vTVKrzxw4RY_420000	9.426	9.818	other
0OImwO8O7Kw_30000	0.0	10.0	other
0OImwO8O7Kw_30000	0.303	0.501	other
0OImwO8O7Kw_30000	1.013	1.595	other
0OImwO8O7Kw_30000	1.083	2.468	other
0OImwO8O7Kw_30000	1.176	2.491	other
0OImwO8O7Kw_30000	1.909	2.026	other
0OImwO8O7Kw_30000	2.212	2.34	other
0OImwO8O7Kw_30000	2.643	6.566	other
0OImwO8O7Kw_30000	3.341	5.46	other
0OImwO8O7Kw_30000	7.229	7.462	other
0OImwO8O7Kw_30000	7.381	8.335	/m/05tny_
0OImwO8O7Kw_30000	7.718	7.986	other
0OImwO8O7Kw_30000	8.056	8.638	other
0OImwO8O7Kw_30000	8.405	9.534	other
0OImwO8O7Kw_30000	9.22	9.814	other
0OImwO8O7Kw_30000	9.884	10.0	other
5XjM29CZQbY_30000	0.0	0.615	/m/05tny_
5XjM29CZQbY_30000	0.0	10.0	other
5XjM29CZQbY_30000	0.46	1.37	other
5XjM29CZQbY_30000	0.85	1.029	/m/05tny_
5XjM29CZQbY_30000	1.265	1.419	/m/05tny_
5XjM29CZQbY_30000	1.817	3.515	other
5XjM29CZQbY_30000	2.337	2.475	/m/05tny_
5XjM29CZQbY_30000	2.751	3.019	/m/05tny_
5XjM29CZQbY_30000	3.255	3.385	/m/05tny_
5XjM29CZQbY_30000	3.767	3.962	/m/05tny_
5XjM29CZQbY_30000	4.49	5.229	other
5XjM29CZQbY_30000	4.798	4.936	/m/05tny_
5XjM29CZQbY_30000	5.481	5.594	other
5XjM29CZQbY_30000	5.806	5.976	other
5XjM29CZQbY_30000	5.806	5.984	/m/05tny_
5XjM29CZQbY_30000	6.147	6.277	/m/05tny_
5XjM29CZQbY_30000	6.236	6.602	other
5XjM29CZQbY_30000	6.927	7.113	/m/05tny_
5XjM29CZQbY_30000	8.161	10.0	other
5XjM29CZQbY_30000	8.551	8.811	other
qUQD1mdcnNg_0	0.335	0.405	other
qUQD1mdcnNg_0	1.383	1.676	other
qUQD1mdcnNg_0	1.648	2.961	other
qUQD1mdcnNg_0	2.961	3.883	other
qUQD1mdcnNg_0	3.855	4.483	other
qUQD1mdcnNg_0	4.455	4.595	other
qUQD1mdcnNg_0	4.511	5.0	/m/05tny_
qUQD1mdcnNg_0	4.916	5.084	other
qUQD1mdcnNg_0	5.112	6.075	other
qUQD1mdcnNg_0	6.047	7.109	other
qUQD1mdcnNg_0	7.291	7.709	other
qUQD1mdcnNg_0	7.807	10.0	other
0xFl8IYzI24_30000	0.0	10.0	other
0xFl8IYzI24_30000	0.0	10.0	other
0xFl8IYzI24_30000	0.241	0.447	/m/05tny_
0xFl8IYzI24_30000	1.389	1.553	/m/05tny_
0xFl8IYzI24_30000	2.234	2.426	/m/05tny_
0xFl8IYzI24_30000	3.347	3.574	/m/05tny_
0xFl8IYzI24_30000	4.694	4.983	/m/05tny_
0xFl8IYzI24_30000	5.663	5.925	/m/05tny_
0xFl8IYzI24_30000	7.389	7.643	/m/05tny_
0xFl8IYzI24_30000	8.543	8.88	/m/05tny_
ZC-YelmRZgc_11000	0.0	0.377	other
ZC-YelmRZgc_11000	0.066	0.522	/m/05tny_
ZC-YelmRZgc_11000	0.508	1.373	other
ZC-YelmRZgc_11000	0.626	1.442	/m/05tny_
ZC-YelmRZgc_11000	1.566	1.857	/m/05tny_
ZC-YelmRZgc_11000	1.587	3.074	other
ZC-YelmRZgc_11000	2.099	2.355	/m/05tny_
ZC-YelmRZgc_11000	2.472	5.253	/m/05tny_
ZC-YelmRZgc_11000	3.247	4.236	other
ZC-YelmRZgc_11000	4.927	5.405	other
ZC-YelmRZgc_11000	5.419	6.67	/m/05tny_
ZC-YelmRZgc_11000	5.757	7.023	other
ZC-YelmRZgc_11000	7.037	7.784	/m/05tny_
ZC-YelmRZgc_11000	7.95	8.247	/m/05tny_
ZC-YelmRZgc_11000	8.406	8.89	/m/05tny_
ZC-YelmRZgc_11000	9.056	9.803	/m/05tny_
g0Ki2yakTXE_0	0.079	3.688	other
g0Ki2yakTXE_0	0.099	8.8	other
g0Ki2yakTXE_0	1.258	1.887	/m/05tny_
g0Ki2yakTXE_0	3.443	3.655	other
g0Ki2yakTXE_0	4.503	8.085	other
g0Ki2yakTXE_0	5.635	6.185	/m/05tny_
g0Ki2yakTXE_0	7.86	8.092	other
JzTzJhQcdf4_0	0.048	10.0	other
JzTzJhQcdf4_0	0.29	1.256	/m/05tny_
JzTzJhQcdf4_0	1.101	1.488	other
JzTzJhQcdf4_0	1.614	2.367	/m/05tny_
JzTzJhQcdf4_0	2.473	10.0	other
JzTzJhQcdf4_0	2.483	3.082	other
JzTzJhQcdf4_0	3.063	4.203	/m/05tny_
JzTzJhQcdf4_0	3.681	5.024	other
JzTzJhQcdf4_0	5.073	6.048	other
JzTzJhQcdf4_0	5.092	5.449	/m/05tny_
JzTzJhQcdf4_0	5.749	6.222	/m/05tny_
JzTzJhQcdf4_0	6.425	6.783	/m/05tny_
JzTzJhQcdf4_0	6.831	7.411	other
JzTzJhQcdf4_0	7.411	7.942	/m/05tny_
JzTzJhQcdf4_0	7.874	8.831	other
JzTzJhQcdf4_0	8.599	8.879	/m/05tny_
JzTzJhQcdf4_0	8.841	8.928	other
JzTzJhQcdf4_0	9.073	10.0	/m/05tny_
JzTzJhQcdf4_0	9.179	9.478	other
JzTzJhQcdf4_0	9.478	10.0	other
_qp7s4y4_io_10000	0.0	5.291	other
_qp7s4y4_io_10000	0.331	0.591	/m/05tny_
_qp7s4y4_io_10000	0.638	1.031	other
_qp7s4y4_io_10000	0.748	1.0	/m/05tny_
_qp7s4y4_io_10000	1.205	1.465	/m/05tny_
_qp7s4y4_io_10000	1.551	1.882	other
_qp7s4y4_io_10000	1.591	2.018	other
_qp7s4y4_io_10000	2.433	2.638	/m/05tny_
_qp7s4y4_io_10000	2.646	3.071	other
_qp7s4y4_io_10000	2.756	3.055	/m/05tny_
_qp7s4y4_io_10000	3.126	3.22	other
_qp7s4y4_io_10000	3.646	3.709	other
_qp7s4y4_io_10000	3.929	4.008	other
_qp7s4y4_io_10000	3.969	4.378	other
_qp7s4y4_io_10000	4.425	4.575	other
_qp7s4y4_io_10000	4.661	4.772	other
_qp7s4y4_io_10000	4.787	5.213	other
_qp7s4y4_io_10000	5.26	5.457	other
_qp7s4y4_io_10000	5.268	10.0	other
_qp7s4y4_io_10000	5.646	5.969	other
_qp7s4y4_io_10000	6.055	6.173	other
_qp7s4y4_io_10000	6.37	6.63	other
_qp7s4y4_io_10000	6.913	7.031	other
_qp7s4y4_io_10000	7.102	8.409	other
_qp7s4y4_io_10000	7.772	8.087	other
_qp7s4y4_io_10000	7.913	8.016	other
_qp7s4y4_io_10000	8.134	8.236	other
_qp7s4y4_io_10000	8.362	8.48	other
_qp7s4y4_io_10000	8.488	8.622	other
_qp7s4y4_io_10000	8.504	8.795	other
_qp7s4y4_io_10000	8.819	8.953	other
_qp7s4y4_io_10000	9.079	9.165	other
_qp7s4y4_io_10000	9.142	9.394	other
_qp7s4y4_io_10000	9.173	9.575	other
_qp7s4y4_io_10000	9.598	9.748	other
_qp7s4y4_io_10000	9.866	10.0	other
QUXBAbruIjk_220000	0.0	0.168	/m/05tny_
QUXBAbruIjk_220000	0.008	10.0	other
QUXBAbruIjk_220000	0.118	0.987	other
QUXBAbruIjk_220000	0.915	1.037	other
QUXBAbruIjk_220000	1.159	1.265	other
QUXBAbruIjk_220000	1.33	2.036	other
QUXBAbruIjk_220000	2.118	2.166	other
QUXBAbruIjk_220000	2.296	2.394	other
QUXBAbruIjk_220000	2.688	4.006	other
QUXBAbruIjk_220000	4.36	4.441	other
QUXBAbruIjk_220000	4.611	4.847	other
QUXBAbruIjk_220000	5.757	7.089	other
QUXBAbruIjk_220000	7.187	7.706	other
QUXBAbruIjk_220000	8.048	8.129	other
QUXBAbruIjk_220000	9.672	10.0	other
2Dx-GjsI1Zc_10000	0.0	0.175	/m/05tny_
2Dx-GjsI1Zc_10000	0.0	10.0	other
2Dx-GjsI1Zc_10000	0.0	10.0	other
2Dx-GjsI1Zc_10000	0.297	0.467	/m/05tny_
2Dx-GjsI1Zc_10000	0.377	0.961	other
2Dx-GjsI1Zc_10000	0.998	1.211	/m/05tny_
2Dx-GjsI1Zc_10000	1.29	1.45	/m/05tny_
2Dx-GjsI1Zc_10000	2.65	5.443	other
2Dx-GjsI1Zc_10000	3.654	4.031	other
2Dx-GjsI1Zc_10000	4.206	4.886	/m/05tny_
2Dx-GjsI1Zc_10000	5.443	5.863	other
2Dx-GjsI1Zc_10000	6.543	7.053	/m/05tny_
2Dx-GjsI1Zc_10000	7.292	10.0	other
2Dx-GjsI1Zc_10000	7.589	8.417	/m/05tny_
2Dx-GjsI1Zc_10000	8.63	8.864	/m/05tny_
2Dx-GjsI1Zc_10000	9.049	9.665	/m/05tny_
2Dx-GjsI1Zc_10000	9.065	9.458	other
3Hq7p0ZINfw_30000	0.0	10.0	other
3Hq7p0ZINfw_30000	0.601	1.983	other
3Hq7p0ZINfw_30000	2.821	4.162	other
3Hq7p0ZINfw_30000	4.98	5.142	other
3Hq7p0ZINfw_30000	5.405	6.676	other
3Hq7p0ZINfw_30000	6.653	7.947	/m/05tny_
3Hq7p0ZINfw_30000	7.835	9.078	other
3Hq7p0ZINfw_30000	9.078	9.74	/m/05tny_
62jg7YotNrw_30000	0.0	10.0	other
62jg7YotNrw_30000	0.107	0.175	other
62jg7YotNrw_30000	0.808	1.825	/m/05tny_
62jg7YotNrw_30000	2.65	3.303	/m/05tny_
62jg7YotNrw_30000	3.289	3.942	other
62jg7YotNrw_30000	4.67	4.815	other
62jg7YotNrw_30000	4.725	5.571	other
62jg7YotNrw_30000	5.715	6.526	other
62jg7YotNrw_30000	6.815	7.165	/m/05tny_
62jg7YotNrw_30000	7.323	7.674	/m/05tny_
62jg7YotNrw_30000	7.797	8.258	other
62jg7YotNrw_30000	9.124	9.268	other
62jg7YotNrw_30000	9.22	10.0	other
9iaelzKxOXg_10000	0.0	0.2	other
9iaelzKxOXg_10000	0.0	10.0	other
9iaelzKxOXg_10000	0.074	0.41	/m/05tny_
9iaelzKxOXg_10000	0.315	1.63	other
9iaelzKxOXg_10000	2.44	3.039	other
9iaelzKxOXg_10000	2.482	10.0	other
9iaelzKxOXg_10000	2.524	2.892	other
9iaelzKxOXg_10000	2.892	3.186	/m/05tny_
9iaelzKxOXg_10000	3.207	5.415	other
9iaelzKxOXg_10000	5.373	5.678	/m/05tny_
9iaelzKxOXg_10000	5.689	6.299	other
9iaelzKxOXg_10000	7.024	7.666	other
9iaelzKxOXg_10000	7.056	7.645	other
9iaelzKxOXg_10000	7.676	8.023	/m/05tny_
9iaelzKxOXg_10000	7.939	8.738	other
9iaelzKxOXg_10000	9.411	10.0	other
meoMdubt3TQ_6000	0.0	9.229	other
meoMdubt3TQ_6000	0.039	0.233	other
meoMdubt3TQ_6000	0.243	0.583	/m/05tny_
meoMdubt3TQ_6000	0.457	3.371	other
meoMdubt3TQ_6000	0.748	1.535	/m/05tny_
meoMdubt3TQ_6000	1.467	2.749	other
meoMdubt3TQ_6000	2.458	3.148	/m/05tny_
meoMdubt3TQ_6000	3.478	3.964	other
meoMdubt3TQ_6000	3.575	3.789	other
meoMdubt3TQ_6000	4.012	4.197	other
meoMdubt3TQ_6000	4.372	4.624	other
meoMdubt3TQ_6000	4.828	5.042	other
meoMdubt3TQ_6000	5.217	5.441	other
meoMdubt3TQ_6000	5.664	5.965	other
meoMdubt3TQ_6000	5.936	6.587	other
meoMdubt3TQ_6000	5.955	7.277	other
meoMdubt3TQ_6000	6.665	7.102	other
meoMdubt3TQ_6000	7.082	7.539	other
meoMdubt3TQ_6000	7.218	7.335	other
meoMdubt3TQ_6000	7.384	8.229	/m/05tny_
meoMdubt3TQ_6000	7.481	9.229	other
meoMdubt3TQ_6000	8.705	8.831	other
meoMdubt3TQ_6000	8.783	8.86	other
meoMdubt3TQ_6000	9.055	9.181	other
02Vmi1JY5rc_30000	0.0	0.474	other
02Vmi1JY5rc_30000	0.0	1.408	/m/05tny_
02Vmi1JY5rc_30000	0.0	10.0	other
02Vmi1JY5rc_30000	0.653	0.935	other
02Vmi1JY5rc_30000	1.562	2.036	/m/05tny_
02Vmi1JY5rc_30000	1.639	2.164	other
02Vmi1JY5rc_30000	2.151	3.406	/m/05tny_
02Vmi1JY5rc_30000	2.42	2.612	other
02Vmi1JY5rc_30000	2.446	3.124	other
02Vmi1JY5rc_30000	3.496	4.405	other
02Vmi1JY5rc_30000	3.598	3.931	/m/05tny_
02Vmi1JY5rc_30000	4.289	4.533	/m/05tny_
02Vmi1JY5rc_30000	4.558	7.964	other
02Vmi1JY5rc_30000	6.62	6.812	other
02Vmi1JY5rc_30000	7.183	7.375	other
02Vmi1JY5rc_30000	8.131	8.515	other
02Vmi1JY5rc_30000	8.233	8.489	/m/05tny_
02Vmi1JY5rc_30000	8.72	10.0	other
02Vmi1JY5rc_30000	9.36	9.552	other
Luc4VBQ6EHY_0	0.0	10.0	other
Luc4VBQ6EHY_0	0.0	10.0	other
Luc4VBQ6EHY_0	0.151	1.4	other
Luc4VBQ6EHY_0	0.941	1.204	/m/05tny_
Luc4VBQ6EHY_0	8.284	8.36	other
Luc4VBQ6EHY_0	9.044	9.345	other
Luc4VBQ6EHY_0	9.293	10.0	other
z1oZRFsXRxM_30000	0.0	10.0	other
z1oZRFsXRxM_30000	0.0	10.0	other
z1oZRFsXRxM_30000	0.005	0.33	/m/05tny_
z1oZRFsXRxM_30000	0.79	1.43	other
z1oZRFsXRxM_30000	1.679	2.524	other
z1oZRFsXRxM_30000	1.746	2.069	other
